tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,labels
8.04482454,9.112061869,2.900951859,1.520713978,3.933940003,-1.585375058,-0.546763929,-1.801801017,0.889155513,0.350624334,0.310505761,0.363735874,0
3.719851432,5.637589358,3.225905605,0.84364623,3.972410723,-0.686896607,-1.550670129,-1.734843987,0.284201965,0.966548173,0.768375758,0.984551306,0
2.047077874,8.193479212,9.602954322,9.262251122,3.551578256,-0.669944485,-1.653663713,-1.227970059,0.862785961,0.910093023,0.596016148,0.481346799,0
5.48741383,9.294325631,9.185321624,0.895511643,3.974537237,-1.030098357,-1.923219867,-1.021219013,0.812989299,0.355036853,0.835970131,0.101476349,0
9.265660944,8.935253699,7.833065655,2.214423611,3.738305174,-0.867213325,-1.736864391,-1.134227458,0.784606897,0.191089908,0.516663603,0.129874719,0
4.123570086,3.578963807,5.945063465,8.654217818,4.905181997,-1.10286901,-1.935334624,-1.866978362,0.568807425,0.605117377,0.814553162,0.482314149,0
3.533869736,8.000012515,5.504300905,8.183666458,3.413077333,-0.776141047,-1.612238772,-1.024697514,0.337004341,0.564273407,0.68123752,0.259629727,0
8.536338118,7.962476792,4.301866918,1.126898242,4.128706547,-1.37978778,-1.843194967,-0.9057238,0.838615241,0.445452917,0.758993968,0.397669572,0
9.139302883,8.230656313,1.028825573,3.465232934,4.664196432,-1.215616121,-1.885777439,-1.562802872,0.883535263,0.314255219,0.853179253,0.83665129,0
5.836112086,8.375784373,7.115672249,5.534688977,3.028161638,-0.950347705,-1.490840121,-0.586973812,0.3041852,0.882109729,0.646324274,0.392230051,0
9.035971085,2.899319934,9.304591191,8.376049551,4.01789584,-1.21191555,-1.611787189,-1.194193102,0.863413922,0.233974277,0.064789103,0.20590005,0
9.74437818,7.670096211,1.643724073,6.146853136,3.442074789,-0.826942189,-1.837865476,-0.777267124,0.71917187,0.428955501,0.71799328,0.279546069,0
5.223975134,3.589482838,2.973477266,4.558596118,3.06109897,-0.995372632,-1.498583053,-0.567143284,0.932580727,0.428037377,0.259168271,0.593823547,0
7.67886188,4.725106412,2.981269592,3.082084621,3.528498874,-1.803045718,-1.198316004,-0.527137152,0.172663472,0.715077085,0.269251294,0.620836047,0
7.165125997,7.686966964,7.443094054,1.35627212,4.088891611,-0.994876108,-1.116517428,-1.977498075,0.900660615,0.406584793,0.080394116,0.383698047,0
6.844699925,4.659655773,1.174958134,6.558958959,3.199370743,-0.834139371,-0.778664566,-1.586566806,0.063775886,0.812295446,0.880959839,0.813308215,0
3.97548434,4.643120464,2.810587094,3.151636025,3.463467712,-0.922920405,-0.804449352,-1.736097954,0.788413005,0.75160957,0.403295856,0.336977075,0
6.326131775,6.589165936,4.78037102,5.062426329,2.97520985,-1.365640116,-0.677200795,-0.932368939,0.142234547,0.222174216,0.890814102,0.651077026,0
3.433288652,1.855561152,3.772070252,6.047772123,4.167998179,-1.117805603,-1.706054335,-1.34413824,0.949263965,0.257012799,0.768972392,0.150208637,0
1.830394555,7.286385407,8.784404124,3.366040676,3.189812503,-0.988087343,-1.354415034,-0.847310127,0.921141571,0.83154319,0.41843606,0.165710885,0
5.210417175,0.561846501,5.763513758,8.188229824,2.680854967,-0.876473829,-0.874896453,-0.929484685,0.803006135,0.449098621,0.176644567,0.965826923,0
9.498759773,3.554703775,9.250553188,2.401916034,3.894121223,-1.152784057,-1.863343197,-0.877993969,0.083158466,0.48682466,0.887797308,0.543436225,0
7.750275998,7.906177126,7.460871014,4.512203949,4.114481091,-0.599191026,-1.525071171,-1.990218894,0.349898258,0.084171171,0.52350996,0.391209068,0
3.104085392,7.398809258,3.189210721,4.460849891,2.08615891,-0.64196279,-0.727506625,-0.716689496,0.716884813,0.544665047,0.061387513,0.991834744,0
6.194598405,5.403280575,7.475798675,9.011209933,4.193621901,-1.305431699,-0.955931751,-1.93225845,0.760936974,0.101357292,0.576133519,0.783396212,0
9.865258223,8.903708273,1.180951499,6.323600717,4.084099942,-1.322827143,-1.75410482,-1.007167979,0.346820494,0.510442623,0.610994782,0.427471724,0
9.790905095,5.61630997,2.600275813,4.667872281,3.320517307,-1.061783215,-1.279369806,-0.979364286,0.566475207,0.208075672,0.23783823,0.96688535,0
7.37961353,9.104651556,9.676300986,0.955255546,3.355804319,-1.511538734,-1.132563607,-0.711701978,0.777723321,0.753355842,0.363645236,0.335754585,0
6.122525116,3.55057048,9.025728124,4.072294797,2.456189386,-1.118822591,-0.636228109,-0.701138686,0.919075153,0.466597093,0.073229079,0.415286991,0
6.481686317,9.663076821,6.78009836,4.988708837,3.594089612,-0.883260027,-1.079774021,-1.631055564,0.409132079,0.284432382,0.976409995,0.974869634,0
2.920599023,8.399952756,2.958765401,7.36963912,4.728039645,-1.969218836,-1.308150175,-1.450670634,0.415604011,0.626369069,0.241931261,0.7351914,0
8.741596376,6.823560438,1.067891029,1.670482674,3.180689706,-1.628510241,-0.627193298,-0.924986168,0.894755473,0.704244141,0.132927514,0.916387854,0
9.503079148,3.202342295,4.649053122,3.428415129,3.966422064,-0.74870489,-1.35992276,-1.857794414,0.834699949,0.877576644,0.617107171,0.564569809,0
2.298340775,7.818454369,7.61656711,4.293656886,3.996089036,-0.62360672,-1.885317418,-1.487164898,0.236329488,0.334507201,0.754779702,0.191972596,0
9.979746119,4.45772526,7.175592176,2.92133475,3.013723443,-0.655879726,-1.528084427,-0.82975929,0.698056873,0.652474505,0.138673649,0.778613577,0
7.907289145,6.694165956,6.75254798,5.195423326,2.980841821,-0.792665031,-0.760323018,-1.427853772,0.937834697,0.827174413,0.762718557,0.962502053,0
2.07346668,8.9816532,7.71980708,7.323792072,4.424921551,-1.667264399,-1.888669724,-0.868987428,0.854972881,0.371615331,0.78398965,0.155116291,0
5.611143073,1.51431284,3.5741421,2.759878523,2.988757309,-1.340228578,-0.811864825,-0.836663906,0.169237876,0.547483228,0.921190845,0.920027401,0
2.77980185,8.919420676,8.702878748,5.268349057,3.708977328,-0.530735368,-1.339941194,-1.838300766,0.957783657,0.61621613,0.340386364,0.22050965,0
7.313522906,5.899631158,9.380070617,4.36634442,3.88365942,-1.847029701,-1.363222071,-0.673407648,0.463071969,0.58318718,0.634001609,0.285208756,0
5.547297059,4.394486943,0.543257147,8.842906685,4.270807945,-1.234937802,-1.991021941,-1.044848202,0.713670529,0.163013091,0.866371182,0.868718648,0
1.739433563,7.55899508,7.705361915,5.335582452,3.091907615,-0.856882388,-1.031639635,-1.203385592,0.756952615,0.295466385,0.590686221,0.760032855,0
8.738805187,7.863062721,1.369731869,5.770322822,3.619938098,-1.395876974,-0.758731348,-1.465329775,0.735159536,0.343156394,0.451455392,0.646486789,0
9.582105599,5.187956688,4.721079971,5.086513974,3.158392259,-0.578574288,-1.54220689,-1.037611081,0.119343605,0.929896876,0.424455402,0.344730937,0
5.257339583,6.78849526,8.923804538,5.138393657,4.063469128,-1.223552175,-1.364412284,-1.475504668,0.296310843,0.755449555,0.533782309,0.056310762,0
7.999177861,6.224362508,7.988811392,9.90282938,2.42889381,-0.690988712,-1.167045402,-0.570859696,0.513936336,0.941155578,0.83684486,0.648421584,0
6.435713643,6.800211283,6.555231498,9.792552398,4.571360383,-1.615592309,-1.004614642,-1.951153433,0.792431684,0.708226199,0.209410755,0.75361845,0
3.646968148,3.429212547,1.427179909,2.422115762,3.933268686,-1.306498652,-1.774139513,-0.852630521,0.219319593,0.600877349,0.882092032,0.979356426,0
8.205711811,8.263882988,9.553585101,1.715937673,2.281388123,-0.529879347,-0.812919275,-0.938589501,0.639816332,0.314528265,0.887662014,0.978972334,0
2.980547227,5.300351507,3.339985965,9.007813898,5.282169783,-1.884146244,-1.974251953,-1.423771586,0.498018162,0.822373123,0.54464802,0.91907996,0
9.441534373,9.514570656,2.572636979,7.358522625,3.053779244,-0.516170882,-0.654416125,-1.883192236,0.904335241,0.339416951,0.978838112,0.721121181,0
7.136538454,9.039047297,8.42479251,0.849326781,4.292087892,-1.463326848,-1.898362792,-0.930398253,0.844565828,0.258606867,0.920933267,0.079259932,0
2.698213719,0.58420183,6.431757008,4.944892916,4.108251767,-1.56740931,-1.795316092,-0.745526364,0.107058686,0.198203799,0.842735545,0.94668898,0
2.538147191,0.86482458,5.401607292,5.561527079,4.25587172,-1.648664922,-0.854368491,-1.752838307,0.132492369,0.368080976,0.949431349,0.428374178,0
9.155652988,2.407184849,8.567105776,3.105892021,4.751044195,-1.38721966,-1.497929384,-1.86589515,0.801990578,0.362785437,0.436402551,0.917753417,0
9.18576396,6.512221769,7.377372939,8.10373864,3.567950851,-0.532870425,-1.570054286,-1.465026139,0.555524069,0.109707208,0.142178248,0.935297577,0
2.860500992,1.725602883,6.234419163,4.04834433,2.26658645,-1.211804095,-0.526347082,-0.528435273,0.106296523,0.140127622,0.70574289,0.856933448,0
4.913954876,8.077515485,5.161088937,6.17408109,3.641994001,-1.061980915,-1.730213312,-0.849799775,0.353255606,0.313329808,0.534617031,0.364861545,0
9.074631513,7.209934488,4.729193623,8.068898766,3.346864271,-0.860896418,-0.900914794,-1.585053059,0.456806511,0.599506867,0.348511449,0.876168877,0
2.714640683,9.057387796,7.148671776,3.3777471,3.721908805,-1.733750417,-0.791073595,-1.197084793,0.284822817,0.318839663,0.963522185,0.308157224,0
8.335352735,8.159538557,7.969698984,7.418718161,3.092383462,-1.298034845,-0.997458849,-0.796889768,0.552791482,0.052061186,0.185944243,0.963428616,0
1.863998984,4.399460116,5.988497894,3.602347312,4.043714749,-1.698361413,-0.78322913,-1.562124206,0.742996438,0.32331027,0.861102408,0.445748375,0
6.729916465,5.381953432,3.447530639,6.278543506,2.945229347,-0.706618051,-0.739409409,-1.499201887,0.877941244,0.685498457,0.940195913,0.14915006,0
4.798953581,8.586602847,2.568954592,5.779509086,4.009995141,-1.6352213,-0.586080186,-1.788693655,0.837136703,0.526878699,0.848669667,0.387800842,0
8.55636433,2.442711591,5.381791071,3.276455832,4.432163338,-1.761672001,-1.262280836,-1.408210501,0.238303382,0.606813138,0.838332837,0.689590241,0
4.516446636,3.431617135,5.322599634,1.620917042,4.877115288,-1.779396268,-1.828359765,-1.269359255,0.508334153,0.27399073,0.718885075,0.648690262,0
5.860248335,3.347000999,3.845331525,7.637842728,3.386492095,-1.676642411,-0.731158415,-0.978691269,0.831559215,0.218990227,0.877532308,0.222339242,0
6.077111626,1.511925344,5.037935123,5.760015308,2.631612245,-1.178345939,-0.520433529,-0.932832777,0.465208155,0.098826617,0.549837189,0.676692569,0
6.009799259,7.444666198,7.280275325,8.736640683,3.408979042,-1.694769171,-1.098813829,-0.615396042,0.493327777,0.961143389,0.235811826,0.399946743,0
5.234315151,5.815023983,2.533092629,1.379909012,2.839856628,-0.761212814,-0.764789157,-1.313854657,0.535125505,0.894909853,0.336746299,0.989525689,0
6.10112924,9.832674003,6.346401153,3.909721425,3.983159354,-1.477251963,-1.620921444,-0.884985946,0.78814704,0.230178506,0.610838658,0.439524687,0
9.378392412,9.106904786,3.502584839,9.297540327,4.001767694,-0.661187414,-1.522084767,-1.818495513,0.768451417,0.784901671,0.078521162,0.250344326,0
7.279119266,5.356285434,5.597418567,8.896033778,3.84513906,-1.101537064,-0.912759469,-1.830842526,0.835553014,0.194788341,0.254617677,0.82301905,0
8.454420562,4.290633922,6.47542337,1.205957787,3.579343997,-1.40518855,-1.436154697,-0.73800075,0.387432493,0.297279372,0.915687529,0.502058818,0
2.532970059,6.703298504,8.011832167,3.249619562,4.278837755,-1.388576681,-1.458132617,-1.432128458,0.555314148,0.786407443,0.513784246,0.169981454,0
6.370675149,6.452338028,5.599803585,9.599940251,5.299728025,-1.993616451,-1.668661445,-1.637450129,0.364499058,0.228008809,0.12314486,0.680005877,0
9.888097771,5.766996063,8.616378559,2.903158899,3.322584094,-0.668682376,-1.197000144,-1.456901575,0.778245347,0.597608602,0.23800383,0.077074694,0
8.99386708,8.109300132,8.301346159,6.756446619,4.7533595,-1.168534725,-1.916532236,-1.668292539,0.424592866,0.361947241,0.724288889,0.912407444,0
4.613220799,0.548096026,6.953308767,3.292244477,2.959455156,-1.197200177,-0.952392334,-0.809862645,0.868163701,0.063647127,0.767481156,0.738215901,0
8.53352749,6.515715125,2.75723577,5.734636732,4.733700169,-1.520256267,-1.935151475,-1.278292427,0.741466255,0.749138488,0.890709967,0.586407657,0
3.32062476,7.380420611,7.914021967,3.626521569,2.690938119,-0.733529991,-1.077807614,-0.879600515,0.82559206,0.449194851,0.816617401,0.162194203,0
3.19044507,5.137612389,4.455434726,6.076610286,2.754574297,-0.945250533,-1.164117747,-0.645206016,0.184035471,0.413668877,0.918699466,0.875200892,0
0.973485458,5.574180956,8.75208849,5.874345705,2.517950216,-0.510734367,-0.67539418,-1.33182167,0.25457066,0.906030792,0.401792163,0.593664213,0
5.333096953,5.380809501,5.383802629,8.774779972,2.833636273,-0.685586395,-1.195362706,-0.952687171,0.594317564,0.420046274,0.648228734,0.083366509,0
2.356973033,2.794249963,3.009171345,3.051131423,5.209267664,-1.869160033,-1.93925846,-1.400849171,0.079112019,0.200138213,0.705856609,0.998095356,0
2.477706289,3.671894726,1.613710114,3.460586139,5.54400342,-1.688230765,-1.931135701,-1.924636954,0.783915254,0.489622476,0.276417056,0.687266619,0
3.464742882,3.987661225,4.651972413,8.631809954,2.814526419,-1.346261308,-0.590630454,-0.877634657,0.079735669,0.174461886,0.723105756,0.989986301,0
6.840016096,6.793143885,8.163167242,6.13186586,3.272905603,-1.315899607,-1.396416641,-0.560589355,0.100678965,0.381582766,0.759397894,0.569685761,0
5.607235004,7.043691912,5.463234237,4.764312222,3.132653451,-0.857151358,-0.526645677,-1.748856417,0.364235306,0.739907317,0.798826147,0.99004574,0
7.960998786,6.143968995,1.300387822,6.394041647,4.001253427,-1.436414283,-1.43784264,-1.126996504,0.938887913,0.324340563,0.928867286,0.32059958,0
1.25783293,2.016357461,8.987788246,6.490010379,3.252222533,-1.324240484,-0.760505442,-1.167476608,0.50370676,0.539533931,0.922905307,0.735365718,0
3.258912512,9.48247284,9.322186787,8.430497812,3.283778526,-1.382038331,-0.890419857,-1.011320337,0.827466626,0.06472567,0.481887725,0.689164247,0
2.513694176,6.186505148,9.249786814,7.613816326,3.333782927,-0.940246969,-0.984865938,-1.40867002,0.169567056,0.827701232,0.619904921,0.312022009,0
3.161478675,2.272621864,3.463102356,6.400201176,4.666886756,-1.693676179,-1.494277923,-1.478932654,0.447709047,0.917107418,0.88458523,0.594047987,0
9.398630468,3.739336656,3.668571452,4.094606806,3.103415308,-0.653784146,-1.78117998,-0.668451181,0.735296272,0.928269481,0.529517822,0.351575552,0
3.355357321,4.230864324,5.62104183,1.3038317,4.119784368,-1.582476024,-1.877814089,-0.659494254,0.266317184,0.929238418,0.320196255,0.313863251,0
9.790046,2.708107404,2.537380043,7.931052457,3.301419755,-1.418872915,-1.114135197,-0.768411643,0.736350183,0.081105997,0.425065635,0.482935751,0
7.018708555,6.281508103,1.150459497,4.701562993,2.609585923,-0.714206125,-1.180723479,-0.714656319,0.275171304,0.646603882,0.941224483,0.821133807,0
2.580873109,6.812908369,9.489611445,3.908075478,3.291024037,-1.159236164,-1.481164065,-0.650623808,0.834218531,0.590992742,0.739569497,0.129950545,0
7.189667821,4.301498707,6.630477094,6.814556168,3.877774077,-1.588855677,-1.215094592,-1.073823808,0.999357153,0.779377892,0.380065432,0.150495763,0
6.457855587,9.68651605,2.014041501,2.634340909,3.919985753,-1.547600807,-0.686135465,-1.686249481,0.859518276,0.723106243,0.411591879,0.512025095,0
9.696846131,7.916654475,1.248411613,9.575975527,3.416893601,-1.587653788,-1.023636139,-0.805603673,0.621354712,0.235969498,0.064508161,0.597382364,0
6.526203909,8.179078499,8.034366938,1.265718523,2.667103212,-0.611327818,-1.487780224,-0.567995171,0.092090775,0.773818889,0.719945719,0.871705256,0
3.1749529,5.487404465,3.009969614,5.21237714,3.250878298,-1.27749451,-1.141596633,-0.831787155,0.199442613,0.429591973,0.475605992,0.939621875,0
1.403806312,8.789213049,7.700115462,6.009351975,4.113142118,-1.428043863,-1.290441035,-1.39465722,0.932264764,0.301056723,0.885100676,0.89249403,0
6.462186178,4.994895402,4.772732152,1.278212618,3.307241752,-1.033310778,-1.397559059,-0.876371915,0.760544359,0.583503773,0.770972548,0.862943052,0
5.146112343,9.549805596,5.672684083,2.973861085,4.446436433,-1.822554277,-1.802956743,-0.820925413,0.441668944,0.907322995,0.332926756,0.097941819,0
9.40921558,5.112204364,7.880029355,2.919023676,3.34136969,-1.974835039,-0.856183975,-0.510350675,0.866332218,0.695691597,0.333404604,0.778702998,0
1.587793052,9.311872822,7.544775073,4.663708216,2.323162561,-1.045144786,-0.765659678,-0.512358097,0.170703536,0.570569769,0.559175901,0.311218502,0
4.361544526,5.312626343,6.515988018,1.398398564,3.93010121,-0.805645532,-1.204495931,-1.919959747,0.661164663,0.891338509,0.297711802,0.933902869,0
7.692520052,8.274417515,9.996263302,9.072080055,2.149350865,-0.565695417,-0.898271893,-0.685383555,0.476170501,0.474948835,0.818785806,0.984869897,0
5.41198594,1.880559323,4.109681354,1.460807921,4.596207089,-1.372505094,-1.713177933,-1.510524062,0.431257626,0.752409031,0.806207,0.107193296,0
6.453186772,5.144488559,6.767272869,8.089455468,3.742872671,-0.63368328,-1.874806904,-1.234382487,0.319911487,0.060630587,0.794530109,0.234557118,0
3.479374272,5.925412735,7.0122211,4.545079037,4.661831184,-1.73655312,-1.40799437,-1.517283693,0.983135769,0.090081917,0.298985619,0.785846794,0
9.743496667,7.009637405,9.779421726,1.225321345,3.230140667,-1.269725428,-0.706639067,-1.253776171,0.486342863,0.862641309,0.967917692,0.397202178,0
3.980136931,9.74499758,4.044005496,9.681155276,2.186393454,-0.673407166,-0.851142319,-0.661843969,0.523426432,0.752914944,0.20977333,0.255640771,0
1.150433066,5.757728784,8.65309409,3.441378735,4.099451912,-0.729319472,-1.55615105,-1.81398139,0.220092823,0.987176307,0.741730138,0.112782668,0
9.189298558,9.248404106,3.907071801,7.54739539,3.121693975,-0.945601534,-1.281616696,-0.894475745,0.507300865,0.847658362,0.652869734,0.981285886,0
2.450636308,4.82049423,1.393028983,5.433553848,3.844047556,-1.500147536,-1.583092684,-0.760807336,0.408211721,0.961978575,0.235614477,0.813615567,0
5.392648296,4.183029692,6.487017061,8.805443718,3.206308689,-1.260664365,-0.77470578,-1.170938543,0.071631021,0.113716797,0.683156129,0.319314773,0
7.916428697,6.361215427,8.463310451,8.381122631,2.996042303,-1.590841499,-0.618157713,-0.787043091,0.179342405,0.434702334,0.31625918,0.520541346,0
9.055776113,4.555726132,3.004944704,9.71006186,4.308867628,-1.443871386,-1.100998687,-1.763997555,0.299239227,0.250551768,0.802122019,0.772713987,0
3.695913238,5.040461459,6.366037944,5.692600626,3.393972663,-1.065877496,-1.452220715,-0.875874451,0.068745061,0.792458886,0.203788187,0.45153609,0
4.766036669,4.48699396,3.754471081,5.557778836,2.349806426,-0.52479692,-1.005187862,-0.819821644,0.923570282,0.108366447,0.304512419,0.453463162,0
3.204268405,7.656385059,9.82060884,4.419286921,4.124456228,-0.728890655,-1.619232207,-1.776333366,0.94006663,0.657487834,0.074072438,0.319463017,0
4.865476832,1.799557288,4.282062707,9.829597789,4.607223153,-1.518732831,-1.872608008,-1.215882313,0.777934299,0.47546434,0.639301751,0.212754081,0
2.423342891,5.27939,4.876992929,2.621015578,3.701443514,-0.787756585,-0.9218403,-1.991846629,0.702971924,0.850101359,0.664613423,0.273731468,0
6.426473785,3.099343004,4.036451879,2.524564704,4.680929834,-1.998183593,-1.164898964,-1.517847277,0.665720081,0.100718486,0.560968868,0.280350759,0
4.902431718,2.183545786,3.991810357,8.8689347,3.786032238,-1.927388027,-1.348717947,-0.509926264,0.957200492,0.949873416,0.725998364,0.582470735,0
1.540051745,7.213943984,5.149802825,6.948949964,4.180767589,-1.488676163,-1.776117859,-0.915973567,0.209021166,0.669839943,0.850991216,0.972664355,0
4.876976143,4.714672597,4.578672302,3.736699301,4.462568062,-1.877653454,-1.706488215,-0.878426393,0.585392384,0.747717462,0.765990416,0.341544407,0
5.08524173,1.790030624,2.486391912,2.848192065,3.159670115,-0.892898175,-1.025461371,-1.241310569,0.473916975,0.418511552,0.326252687,0.982487657,0
7.400110225,5.248702975,9.932509652,9.236404701,3.097261522,-0.677844398,-0.895893009,-1.523524116,0.770598918,0.674714798,0.090244807,0.570981903,0
5.052474217,9.958011957,4.890806505,2.222517701,3.864812862,-1.784324616,-1.387177878,-0.693310368,0.093429261,0.963274383,0.359917635,0.051619184,0
7.072447986,5.211531858,2.787960397,9.338990353,3.997663574,-1.56298184,-1.641741605,-0.79294013,0.267847651,0.128402185,0.201583741,0.812768144,0
4.640988494,6.160660391,8.132354567,8.662860352,4.251659672,-1.758176519,-1.294805972,-1.198677181,0.449179629,0.251402896,0.85439163,0.762372236,0
4.816110323,5.916491334,7.926938116,3.621180299,3.262131985,-1.099966884,-1.199750114,-0.962414987,0.07063791,0.436724403,0.868486586,0.153302086,0
8.944762377,3.961093553,4.804617188,3.144907941,4.343662483,-0.678415524,-1.910015177,-1.755231783,0.724805256,0.88717229,0.617046242,0.678326405,0
7.138980338,2.70584137,4.028541007,1.841805629,3.927064601,-1.836941779,-0.897103982,-1.193018841,0.897766166,0.818456546,0.061500815,0.393824837,0
5.319973217,5.520391627,9.805050001,8.900151087,3.86035062,-1.641672784,-1.037019258,-1.181658578,0.727562623,0.901234491,0.86936998,0.36181759,0
7.975380264,3.067116318,5.006557314,3.88882343,2.156551509,-0.51640477,-1.019214563,-0.620932176,0.478358789,0.445657466,0.804004673,0.349053654,0
8.423846481,9.879950637,0.883541548,4.484222126,3.199317511,-1.318114135,-1.130722968,-0.750480407,0.803411161,0.276483796,0.489233524,0.542416032,0
7.918573341,4.003242404,8.357063647,1.665926525,4.330751132,-1.276148953,-1.954595721,-1.100006458,0.081483887,0.658743852,0.886672526,0.619189581,0
8.417759049,5.254400358,9.08302323,2.068031223,4.046533884,-1.772660073,-0.767420233,-1.506453578,0.859039294,0.506636624,0.845768191,0.440919583,0
8.596308809,9.523445377,9.633821604,9.106772428,2.702454398,-1.225765461,-0.792514953,-0.684173984,0.748615906,0.771314546,0.948831644,0.288891714,0
4.430218849,7.787204395,4.009807567,2.327067276,3.290097367,-1.434827383,-0.551742424,-1.303527559,0.733123972,0.413048643,0.523174029,0.071116333,0
6.684629549,8.688059076,1.775905688,6.182174928,4.68981186,-1.748557189,-1.242929923,-1.698324748,0.877040146,0.590379109,0.632050162,0.559127882,0
8.228414259,3.803918497,7.007759384,7.088228826,3.682965356,-0.852022003,-1.107481517,-1.723461836,0.572829559,0.725525452,0.659982069,0.155338811,0
6.400751695,6.960176132,2.952743534,7.800734288,4.173261507,-1.043925798,-1.130106419,-1.99922929,0.753201214,0.66638928,0.42482614,0.468596496,0
4.853455042,7.03451819,3.236418855,3.637494806,3.844174629,-0.791412651,-1.787448342,-1.265313636,0.650590399,0.286779131,0.737175121,0.725377789,0
7.752402172,3.727882266,8.650108439,7.197941206,3.629121859,-1.489202647,-0.623485713,-1.5164335,0.831356877,0.820856335,0.248426402,0.205295115,0
4.157990647,8.700878739,7.072071014,3.096511056,2.702501925,-0.788994402,-0.59713087,-1.316376653,0.674453162,0.407192154,0.781433803,0.950681382,0
2.55312426,7.72142615,5.172640957,6.112358094,4.252436438,-0.98730803,-1.45833,-1.806798408,0.393825942,0.398894773,0.318468797,0.544218891,0
8.921998654,5.528381982,2.948743559,2.758235762,4.290293278,-1.704916384,-1.889791366,-0.695585528,0.710176117,0.928349069,0.619566162,0.998656654,0
1.887092671,9.526315365,3.604060328,9.984075999,4.484733065,-1.972186106,-1.617864088,-0.89468287,0.709944107,0.388808495,0.254941936,0.798437289,0
3.199519949,6.995724243,4.931338131,1.73732677,4.011506849,-1.250626797,-1.92299502,-0.837885032,0.460688872,0.345901727,0.767063208,0.421909315,0
9.457482745,7.31264581,9.913152861,7.514041082,5.082155541,-1.940638168,-1.449847151,-1.691670223,0.060665014,0.491509001,0.292703779,0.588849725,0
1.698299549,7.243703538,7.098824622,7.410053955,4.162663139,-1.79435089,-1.431008163,-0.937304086,0.095045021,0.349506911,0.351237002,0.771615606,0
7.262972549,6.375366299,5.193234208,4.931344071,4.790318474,-1.986953962,-1.658542159,-1.144822353,0.861824015,0.803814759,0.097522804,0.514838178,0
9.301680376,7.280461486,1.605788677,6.695132926,5.386184626,-1.992344246,-1.848188071,-1.545652309,0.082726007,0.457671012,0.905977073,0.793166606,0
6.944004503,5.514893542,8.087572735,9.87354277,4.019988342,-0.869345237,-1.809208917,-1.341434188,0.327709003,0.790868378,0.132620052,0.329756322,0
9.46053207,9.238278238,9.375250939,2.694792152,3.495661549,-1.732505035,-0.651285587,-1.111870927,0.405443365,0.762608575,0.777890751,0.426609919,0
9.974869728,8.632986471,6.92290894,1.128834403,4.554451159,-1.356349695,-1.246033613,-1.952067851,0.223844882,0.764780592,0.668162253,0.460955397,0
7.053822071,6.321961278,7.205549949,9.694420712,3.343796997,-0.614877003,-1.869659368,-0.859260626,0.482371272,0.082690582,0.112702213,0.608466428,0
3.943632657,3.570937445,7.035286935,9.535591099,3.850327993,-0.737878391,-1.936365598,-1.176084003,0.102249104,0.588159097,0.51977237,0.676860424,0
0.668108993,6.85743894,9.886236702,4.638192463,3.388060619,-0.74323887,-1.221577076,-1.423244673,0.766660685,0.564170727,0.69378507,0.451616793,0
5.570779334,8.431698417,6.915447305,3.725935134,3.332873422,-0.860900035,-1.434584861,-1.037388527,0.727469581,0.823826855,0.802940899,0.398085305,0
7.940691404,2.544934972,4.374239804,2.047956549,3.454679637,-1.665852308,-1.192560025,-0.596267304,0.743399408,0.401875484,0.915030777,0.236854837,0
4.308632909,5.22594769,6.132216177,3.641940282,3.120566764,-1.22363508,-0.98261678,-0.914314904,0.984639257,0.125095377,0.173923371,0.876355031,0
9.321292661,8.749475087,8.779136656,5.378648859,4.760492207,-1.180204286,-1.616575356,-1.963712566,0.813391048,0.882630226,0.162083713,0.51419644,0
8.917635348,9.228721671,8.518476807,5.51782949,4.038300516,-1.313917778,-0.969401614,-1.754981124,0.414862642,0.819852428,0.132455589,0.782662681,0
4.065848264,4.755663475,6.05654411,9.1270768,4.732347628,-1.653136523,-1.358933476,-1.720277629,0.606229788,0.926162068,0.326018155,0.785381911,0
2.200649651,3.569269873,6.543457975,6.382829784,3.966010131,-0.503531801,-1.985032315,-1.477446015,0.576009616,0.614463587,0.349395998,0.783646544,0
9.362566893,4.505714157,3.31805047,7.787433255,4.037837628,-1.778822053,-1.387745005,-0.871270569,0.500782549,0.464223838,0.578762558,0.808573422,0
5.527968043,5.068596711,8.724204469,4.167618026,3.024490192,-0.503336167,-1.110123209,-1.411030815,0.457390989,0.444201588,0.476380196,0.553512024,0
3.689447803,3.608075291,6.135118467,9.560693209,3.582379629,-1.71159181,-0.935218822,-0.935568997,0.85661805,0.997744191,0.615236194,0.656334604,0
7.036755292,7.199843737,8.396918741,4.406980687,4.539585375,-1.135141278,-1.847599594,-1.556844503,0.456217628,0.937378735,0.07880654,0.615634405,0
7.069738879,0.694880038,7.800863283,5.909137452,3.606649935,-1.302898831,-0.662113877,-1.641637227,0.526855511,0.273312014,0.071468409,0.948378419,0
7.989167532,7.193238779,5.863262639,3.680549739,4.242766192,-1.714361273,-1.143873778,-1.38453114,0.085438422,0.212600054,0.927352292,0.913128931,0
5.15354808,7.394958905,5.839500569,6.425127728,2.774097044,-0.671750836,-1.466698454,-0.635647755,0.825214281,0.220719537,0.253795622,0.694862138,0
3.725057985,2.295204839,2.850095531,7.124066314,3.648454579,-0.708041207,-1.898562332,-1.04185104,0.210687399,0.926190757,0.561445402,0.978234752,0
